SAMPLEID	VERDY19	Plrevelo.MOCKZYMO	Plrevelo.NT4	VERDY5	Plrevelo.NT2	VERDY2	VERDY55	ED	VERDY24	VERDY20	VERDY21	VERDY8	VERDY7	VERDY39	VERDY51	VERDY35	VERDY38	VERDY65	VERDY66	VERDY52	VERDY54	VERDY4	VERDY23	VERDY53	Plrevelo.IV01IV	Plrevelo.TLIB2	VERDY40	VERDY33	VERDY9	Plrevelo.TLIB1	VERDY6	Plrevelo.NT1	VERDY17	VERDY34	VERDY36	VERDY3	VERDY18	FMR	VERDY49	Plrevelo.NT5	Plrevelo.NT3	VERDY37
Dactylosporangium roseum	0	0	0.1132	0	0	0	2.0763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus aetherius	3.4427	0	0	0	0.7065	0	0	2.1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus deserti	0	0.1183	0	0	0	3.0107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus geothermalis	0	11.9483	0	0	0	0	0.2186	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0	0.1713	0	0	0	0.1758	0	0	0	0	0	0	0	0	0	0.2964	0.3296	0
Deinococcus rubellus	42.0947	0	0	0	0.1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus sp. D7000	0	0	0	0	0	3.387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus sp. NW-56	0	0	0	0	0	0	0	27.8543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus wulumuqiensis	48.3541	0.1183	0	0	0	0.0941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1099	0
Delftia acidovorans	96.0823	66.4844	45.7311	3.6334	94.8498	16.9349	6.2289	10.3835	24.9469	13.9428	28.2006	6.6056	13.4611	4.4364	3.8352	1.0771	0.0929	0	0.1441	0	11.5966	3.1377	8.1265	11.619	2.8071	7.6232	38.6331	1.2361	2.2924	52.9953	25.0842	20.0465	36.5888	446.464	91.4576	19.549	11.0633	34.6935	1.6747	13.7354	19.9978	7.0095
Delftia lacustris	11.58	0.3549	2.9431	0.3633	65.5294	1.4112	0.5464	0.4945	3.838	0	0.2968	0.1376	0.8158	0	0.6056	3.7099	0	0	0	0	0.3823	0.2241	0	0.8714	0.0802	0.4283	0.6899	0.1766	6.8771	0.4394	13.8764	0	0	0.7565	0	2.4956	1.5805	2.592	0	1.4822	2.1976	0.5966
Delftia sp. Cs1-4	0.1565	0	1.3584	0	0.8831	0.0941	0	0	0	0	0	15.1379	0	0	0	0	0	0	0	0	0	0	0	0.2905	0.2406	0.1713	0	0.1766	20.6313	0	0	0	0.2301	0	1.2942	0	0.7902	0	0	0.1976	0.3296	0.1491
Delftia sp. HK171	0	0.2366	1.2452	0	0.5299	0.0941	0	63.6198	0	0.6639	25.8258	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2406	0	0	0	0	0.2637	0	0	0	1.5129	0	0	1.5805	0	0	0.4941	0.4395	0
Delftia tsuruhatensis	37.4001	1.8928	10.0744	1.8167	16.4265	34.7166	3.1691	3.2964	20.4692	0.6639	5.0464	0.5505	87.2931	0.1431	0.4037	0.2394	0	0.139	0	0.1861	9.6851	0	0	1.4524	0.401	2.227	2.0696	0.1766	2.2924	4.1306	4.0028	2.0738	1.6108	26.4761	31.4925	8.5267	7.5072	10.8666	0.1196	11.3638	9.1199	1.4914
Demequina sediminis	0	0	0	0	0	0	0	0	0	0	0	4.1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1766	0	0	0	0	0	0	0	0	0	0	0.1196	0	0	0
Denitrificimonas caeni	53.5182	0.1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermacoccus abyssi	0	0	0.3396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermacoccus nishinomiyaensis	0.6259	0	0.1132	0	0	0	0	0	0	0	9.2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857	0	0.3532	0	0	0	0	0	0	0	0	0	0.0997	0	0	0.1099	0.1491
Desemzia incerta	12.2059	0.5915	0	0	0	0	0	0	0	0	0	0	2.4475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1196	0	0	0
Desulfarculus baarsii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3825	0	0	0	0	0	0	0	0	0	0
Devosia algicola	0	0	0	0	0	0	0	1.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6193	0	0	0	0	0
Devosia beringensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1513	0	0	20.1509	0	0	0	0	0
Devosia sp. 1566	0	0	0	0	0	0	0	2.3075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9594	0	0	0.3951	0	0	0	0	0
Devosia sp. FJ2-5-3	0	0.3549	0	0	2.8261	0	0	1.3186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9078	0	0	0	0	0.3589	0	0	0
Devosia sp. MC521	0	0	0	0	0	30.2006	0	4.9445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Devosia sp. YIM 151766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.1243	0	0	0	0	0.1099	0
Dialister massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6724	0	0	0	0	0	0	0	0	0.2669	0	0	0	0	0	0	0	0	0	0	0
Dialister pneumosintes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9029	0	0	0	0	0	0	0	1.0674	0	0	0	0	0	0	0	0	0	0	0
Dialister succinatiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9382	0	0	0	0	0	0	0	0	0	0	0
Diaphorobacter aerolatus	0.6259	0	0.1132	0	0	0	0	0	0	0	0	0	0.4079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.765	0	0	0	0	0.3951	0	0	0	0	0
Diaphorobacter sp. C33	0	0	0	0	0	0.1882	0.1093	0.6593	0.6397	0	0	0	0	0	0	0.359	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0.0879	0	0	0.4602	0	0	0	0	0.4985	0	0.0988	0	0
Diaphorobacter sp. ED-3	0.1565	0	0	0	0	0.0941	0	0.1648	9.595	0	0	0	0.8158	0.1431	0	0	0	0	0	0	0	0	0	0.2905	0.0802	0.0857	1.3798	0	0	0	0	0	1.841	0.1513	0	0	0	0.2991	0	0.1976	0.2198	0.1491
Diaphorobacter sp. HDW4A	0.7824	0	0.2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2787	0	0	0	0	0	0	0.2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1099	0
Diaphorobacter sp. HDW4B	0.4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2924	0	0	0	0	0	0.4314	0	0.7902	0.0997	0	0	0	0
Diaphorobacter sp. JS3050	0.7824	0.1183	0.2264	0	0	0.0941	0	0.3296	0	0	0	0	1.2237	0	0	0	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0	0	0	0	0	39.2578	0	0	0.2991	0	0	0	0.1491
Diaphorobacter sp. JS3051	0.1565	0	0.4528	0	0	0	0.2186	53.5659	10.2346	0	0	0	0	0.5724	0	0	0	0	0	0	0	0	0	0.2905	0	9.1649	0	0	0	0.1758	0	0	3.2217	0.1513	4.314	0	0	49.7473	0	0.1976	0.1099	2.8336
Diaphorobacter sp. MNS-0	0.4695	0	0.2264	0	0.1766	0.1882	0.1093	0.6593	0.6397	0	0	0	0	0.7156	0	0.1197	0	0	0	0	0.1274	0	0	0	0	0	0	0	0	0	0	0	0.4602	0.3026	0.4314	0	0	0.2991	0	0	0.1099	0.4474
Dietzia kunjamensis	0	0	2.0375	0	0	0.0941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1604	0	0	0	0	0.1758	0	0	0	0	0	1.2478	0	0	0	0.0988	0.5494	0
Dietzia lutea	0.4695	0	0.2264	0.3633	0	0	0	0	0	1.3279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3532	0	0	0	0	0	10.5905	0	0	0	0.0997	0	0.0988	0	0
Dietzia psychralcaliphila	0	0	0.3396	0	0	0	0.4371	0.1648	0	3.9836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8319	0	0	0	0	0	0
Dietzia sp. B32	0	0	0.2264	0	0	0	0.1093	0	0	0	0	0	1.2237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1513	0	0.208	0	0	0	0	0	0
Dietzia sp. DQ12-45-1b	0.1565	0	1.2452	0	0.1766	1.0349	0	0.8241	5.1173	0	0	0.1376	0	0	0	0.2394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5337	0	0.6904	44.1773	0.8628	0.4159	0.7902	0.6979	0	0	1.0988	0
Dietzia sp. JS16-p6b	0	0	1.6979	0	0	1.0349	0.1093	1.4834	32.6228	0	0	0.5505	0	0	0	0	0	0	0	0	0	0	0	0	0.401	0	0	0	0	0.7031	0	0	0.2301	4.6901	0	0	1.1854	0.3988	0	0.4941	1.2087	0.2983
Dietzia sp. oral taxon 368	0.1565	0	0.3396	0.3633	0	0	0.2186	0.1648	0	0	1.1874	0	0	0.1431	0	0	0	0	0	0	0.1274	0	0	0	0	0	0	0.3532	0	0.1758	0	0.6913	0	10.2879	0	0	0	0	0	0.0988	0.3296	0
Dorea formicigenerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0988	0	0
Dorea longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1099	0.1491
Dyadobacter chenhuakuii	0	0	0	11.2635	0	0	0	0.1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1365	0	0	0	0	0
Dyadobacter fanqingshengii	0	0	0	11.9902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3707	0	0	0	0	0
Dyadobacter fermentans	0	0	0	4.7234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyadobacter pollutisoli	0	0	0	10.5368	0	0.0941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2974	0	0	0	0	0
Dyadobacter sp. 32	0	0	0	31.2472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.97	0	0	0	0	0
Dyadobacter sp. NIV53	0	0	0	50.5041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.687	0	0	0	0	0
Dysosmobacter sp. Marseille-Q4140	0	0	0.4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0674	0	0	0	0	0	0	0	0	0	0	4.7724
Dysosmobacter welbionis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0535
Edwardsiella ictaluri	0	0.1183	0	0	0.1766	0	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0.1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elizabethkingia anophelis	0.4695	0	0	2.5434	0	0	0	0	12.1536	0	0	0	0	0	0	0	0	0	0	0	5.6072	0	0.301	0	0	0	0	0	0	0	0	4.1476	7.1337	4.9926	0	0.6239	1.5805	0	0	19.6644	0.2198	0
Elizabethkingia meningoseptica	0	0	0	0	0	0.3763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1513	0	1.4558	0	0	0	0.0988	0	0
Emesvirus japonicum	0	0	0.1132	0	0	0	493.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3798	0	0	0	0	0	0	0	44.4346	0.208	0	0	0	713.253	0	0
Emesvirus zinderi	874.13	284.984	5819.17	460.714	2503.19	3192.99	2330.04	2597.53	503.415	321.347	967.133	692.627	1097.69	685.64	138.469	100.527	40.7786	24.1442	7.2992	24.7478	509.233	281.052	26.1855	1095.38	2908.46	0	1354.92	249.333	293.423	0.0879	350.111	1166.15	2504.84	1887.67	366.262	2384.98	624.284	1352.35	76.7944	6380.25	3038.35	1697.64
Empedobacter stercoris	36.4612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ensifer adhaerens	0	0	0	0.3633	0	0.1882	5.4639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1121	0	0	0	0.3296	0.1491
Enterobacter asburiae	5.79	0.5915	0	0	0	0.0941	0	0	0.6397	0	0	0	0	0	0	0	0	0	0	0.1861	0	0	0	0	0	0	0	0	0	0.0879	0	0	0	0	0	0.4159	0	0	0	0.0988	0.2198	0.1491
Enterobacter bugandensis	0	0.4732	0	0	0	0	0	0.1648	0	0	0	0	0	0	0.4037	0	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0.0879	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter cloacae	14.7097	0.9464	0.3396	0	0	0	0	14.504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2669	0	0	0	0	0	0	0	0	0	0	0
Enterobacter hormaechei	207.187	4.1405	0.2264	0	0.1766	0	0.2186	0.3296	0.6397	0	0	0.1376	0	0	0	0	0	0	0	0.3721	0.2549	0	0	0	0	0	0	0	0	0.0879	0	0	0.2301	0.1513	0	0	0	0	0	0.2964	0.5494	0
Enterobacter roggenkampii	364.925	0.3549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7443	0	0	0	0	0.0802	0	0	0	0	0.0879	0	0	0	0	0	0	44.6481	0.0997	0	0.0988	0	0
Enterobacter sp. T2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus avium	0	139.594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus cecorum	0	17.2717	0	0	0	0	0	0	0	0	0	0	0	3.7209	0	0	0	0	0	0	2.1664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3951	0	0.7177	0	2.6371	0
Enterococcus durans	0	15.1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus faecalis	0	25763.8	0.3396	0	0	0.5645	0.1093	0	0	0	0	0	0	0.2862	0	0	0.0929	0	0	0.1861	0	0	0	0	0.0802	0	0	0.1766	0	0	0	0	0	0.1513	0	0	0	0	0.3589	0.0988	0	0.1491
Enterococcus faecium	0	408.725	0.1132	1.09	0	0	0.3278	4.2853	0	0	0	3.0276	0	0.1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3807	0	0	0	0	0.0997	0.4785	0	0	0.2983
Enterococcus rotai	0	100.673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus sp. IsoC9	0	255.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epilithonimonas vandammei	0	0	0.1132	0	1.413	0	0	0	0	1.9918	0	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0	0	0	0	0	0.0879	0	0	0	0	0	0	0	0	0	3.6562	0.1099	0
Equine infectious anemia virus	184.184	10.647	473.385	135.889	504.629	770.916	158.454	1017.75	94.0305	322.011	113.396	85.0474	38.3437	27.9065	38.5533	12.3265	5.3876	2.7805	0.8164	4.6518	219.954	28.6879	10.8354	39.214	326.825	519.917	308.375	22.0727	197.144	134.026	20.8146	450.01	103.323	496.995	47.4544	826.672	87.7158	229.097	25.0001	687.462	230.744	459.347
Erwinia persicina	40.5299	0	0	3.2701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erwinia sp. E602	65.0981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erwinia sp. Ejp617	21.4386	0.1183	0	0.3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1164	0	0	0	0	0	0	0	0	0	0.1758	0	0	0	0	0	0	0	0	0	0	0	0
Erwinia sp. QL-Z3	16.118	0	0	6.1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia albertii	0.7824	13.9594	0.3396	0.3633	0	0.2822	0	0.8241	0	0	0.2968	0.1376	0	0.1431	0.2019	0	0	0	0	3.7215	0.1274	0	0	0	0.0802	0.4283	0	0.7063	0	0.5273	0	0	3.912	0	0	0.4159	0	1.7945	0	0.0988	0.4395	0.7457
Escherichia coli	1367.22	7229.88	1406.12	751.748	1751.1	2107.46	2009.64	2867.84	573.138	613.481	232.136	322.85	275.341	198.35	92.4472	74.1984	19.2282	20.2051	2.7372	2310.47	300.493	90.0979	44.2444	273.046	933.637	866.129	534.655	312.903	1008.64	2064.79	211.881	1185.51	577.597	2844.14	770.487	1902.49	214.943	7434.97	28.1101	1527.79	1725.97	786.556
Escherichia fergusonii	8.6067	2.4843	0.1132	0	0	0.0941	0	0	0	0	0	0	0	0.1431	0.2019	0	0	0	0	14.6998	0	0.6724	0	0	0.7218	1.7131	0.6899	0.1766	2.2924	0.8789	0	0	0.2301	0	0	0.208	0	0.5982	0	1.6799	0	0
Escherichia marmotae	0	1.7745	0.1132	0	0	0.1882	0.3278	0.3296	0	0	0	0	0	0.1431	0	0	0	0	0	0.1861	0	0	0	0	0	0.3426	0	0	0	0.4394	0	0	0.2301	0.3026	0	0.8319	0	0	0	0.1976	0.6593	0
Escherichia phage vB_EcoM_Skers	0	0	4.5278	0	0	0	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0	2.3983	0	0	0	1.3183	0.2669	0	0.2301	0.3026	0	3.9514	0	0.6979	0	1.1858	1.5383	0
Escherichia phage vB_EcoP_Kapi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1627	0	0	0	0
Escherichia ruysiae	0	0.1183	0	0	0	0	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.5416	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia sp. E4742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0997	0	0	0	0
Ethanoligenens harbinense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1963	0	0	0	0	0	0	0	0	0
Eubacterium sp. MSJ-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ewingella americana	294.819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium acetylicum	0	0.1183	0	0	0	0	0	4.6149	0	1.9918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ezakiella coagulans	0	0	0	0	0	0	0	0	0	1.3279	0	0	0	0	0	0	0	0	0	0	0	0	15.0491	0	0	0	0	0	0	5.3611	0	0	0	0	0	0	0	0	2.1531	0	17.3607	25.6518
Ezakiella massiliensis	0	0	0.1132	0	0	0	0	0	0	57.0989	0	0	0	0	0	0	0	0	0	0	0	0	8.4275	0	0	0	0	0	0	0	3.736	0	0	0	0	0	0	0	0	0	0	54.2864
Faecalibacterium duncaniae	0	0	0.2264	0	0	0	0	0	0	0	0.2968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0	45.8988	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium prausnitzii	0	0	0.2264	0	0	0	0	0	0	0	0.5937	0	0	0	0	0	0	0	0	0	0	0	0.9029	0	0	3.5975	0	0	0	0	35.2246	0	0	0	0	0	0	0	0	0.0988	0	0.1491
Faecalibacterium sp. HTF-F	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium sp. I2-3-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0	2.4017	0	0	0	0	0	0	0	0	0	0	0
Faecalicatena sp. Marseille-Q4148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.4018	0	0	0	0	0	0	0	0	0	0
Fenollaria massiliensis	0.4695	0	0.1132	0	0	0	0	3.1315	0	0	0	0	0	0	0	0.359	0	0	0	0	0	0	12.9422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.4338
Fenollaria sporofastidiosus	0.1565	0	0.1132	0	0	0	0	7.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2241	12.9422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.1236
Ferrimonas lipolytica	0	0	0	0	0	0	1.7485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fervidibacillus albus	0	22.2403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fictibacillus arsenicus	0	201.346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Filimonas lacunae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4558	0	0	0	0	0	0
Finegoldia magna	0	6.1516	207.375	9.8102	0	2.0698	0	0.9889	0	3.9836	3.2653	2.3395	0	2.1467	0	0	0.3716	0	0	0	0	21.5159	153.2	0.2905	0	0	0	0.3532	0	0.3515	862.203	0	0.9205	0	0	0	0	83.5435	0	0	17.2509	0
Flavihumibacter fluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1619	0	0	0	0	0	0	0	0	0	0	0	0	13.0388	0	0	0	0	0
Flavihumibacter rivuli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1639	0	0	0	0	0	0	0	0	0	0	0.1099	0
Flavobacterium agricola	0	0	0	0	0	0.3763	0	0	0	0	0	0.8257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2669	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium azooxidireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.134
Flavobacterium cerinum	0.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium channae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium crassostreae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6917	0	0	0	0
Flavobacterium cyclinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2905	0	0	0	0	0	0	0	0	0	0	0	0	6.717	0	0	0	0	0
Flavobacterium faecale	0	0	0	0	0	0	0	0.3296	0	2.6558	0	0.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium humidisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium inviolabile	0	0	0	0.3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7457
Flavobacterium johnsoniae	0.6259	0.3549	0	0	0	0	0	0.1648	0	0	0	0.2752	0	0	0	0	0.1858	0	0	0	0	0	0	0.5809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
